AD,ED,County,Candidate,Tally
57,015,Kings,Curtis A. Sliwa,11
57,015,Kings,Eric L. Adams,0
57,015,Kings,Irene Estrada,0
57,015,Kings,Jim Walden,1
57,015,Kings,Joseph Hernandez,0
57,015,Kings,Zohran Kwame Mamdani,505
57,016,Kings,Andrew M. Cuomo,117
57,016,Kings,Curtis A. Sliwa,19
57,016,Kings,Eric L. Adams,7
57,016,Kings,Irene Estrada,3
57,016,Kings,Jim Walden,2
57,016,Kings,Joseph Hernandez,1
57,016,Kings,Zohran Kwame Mamdani,710
57,017,Kings,Andrew M. Cuomo,136
57,017,Kings,Curtis A. Sliwa,12
57,017,Kings,Eric L. Adams,2
57,017,Kings,Irene Estrada,0
57,017,Kings,Jim Walden,1
57,017,Kings,Joseph Hernandez,1
57,017,Kings,Zohran Kwame Mamdani,813
57,018,Kings,Andrew M. Cuomo,91
57,018,Kings,Curtis A. Sliwa,8
57,018,Kings,Eric L. Adams,0
57,018,Kings,Irene Estrada,1
57,018,Kings,Jim Walden,1
57,018,Kings,Joseph Hernandez,0
57,018,Kings,Zohran Kwame Mamdani,315
57,019,Kings,Andrew M. Cuomo,78
57,019,Kings,Curtis A. Sliwa,2
57,019,Kings,Eric L. Adams,0
57,019,Kings,Irene Estrada,0
57,019,Kings,Jim Walden,3
57,019,Kings,Joseph Hernandez,0
57,019,Kings,Zohran Kwame Mamdani,584
57,020,Kings,Andrew M. Cuomo,115
57,020,Kings,Curtis A. Sliwa,11
57,020,Kings,Eric L. Adams,3
57,020,Kings,Irene Estrada,1
57,020,Kings,Jim Walden,0
57,020,Kings,Joseph Hernandez,0
57,020,Kings,Zohran Kwame Mamdani,660
57,021,Kings,Andrew M. Cuomo,109
57,021,Kings,Curtis A. Sliwa,6
57,021,Kings,Eric L. Adams,0
57,021,Kings,Irene Estrada,0
57,021,Kings,Jim Walden,1
57,021,Kings,Joseph Hernandez,0
57,021,Kings,Zohran Kwame Mamdani,655
57,022,Kings,Andrew M. Cuomo,123
57,022,Kings,Curtis A. Sliwa,10
57,022,Kings,Eric L. Adams,0
57,022,Kings,Irene Estrada,0
57,022,Kings,Jim Walden,0
57,022,Kings,Joseph Hernandez,0
57,022,Kings,Zohran Kwame Mamdani,738
57,023,Kings,Andrew M. Cuomo,97
57,023,Kings,Curtis A. Sliwa,12
57,023,Kings,Eric L. Adams,2
57,023,Kings,Irene Estrada,2
57,023,Kings,Jim Walden,0
57,023,Kings,Joseph Hernandez,1
57,023,Kings,Zohran Kwame Mamdani,832
57,024,Kings,Andrew M. Cuomo,53
57,024,Kings,Curtis A. Sliwa,6
57,024,Kings,Eric L. Adams,2
57,024,Kings,Irene Estrada,0
57,024,Kings,Jim Walden,0
57,024,Kings,Joseph Hernandez,0
57,024,Kings,Zohran Kwame Mamdani,431
57,025,Kings,Andrew M. Cuomo,212
57,025,Kings,Curtis A. Sliwa,15
57,025,Kings,Eric L. Adams,9
57,025,Kings,Irene Estrada,0
57,025,Kings,Jim Walden,1
57,025,Kings,Joseph Hernandez,0
57,025,Kings,Zohran Kwame Mamdani,322
57,026,Kings,Andrew M. Cuomo,132
57,026,Kings,Curtis A. Sliwa,15
57,026,Kings,Eric L. Adams,5
57,026,Kings,Irene Estrada,1
57,026,Kings,Jim Walden,0
57,026,Kings,Joseph Hernandez,1
57,026,Kings,Zohran Kwame Mamdani,452
57,027,Kings,Andrew M. Cuomo,131
57,027,Kings,Curtis A. Sliwa,9
57,027,Kings,Eric L. Adams,6
57,027,Kings,Irene Estrada,1
57,027,Kings,Jim Walden,0
57,027,Kings,Joseph Hernandez,1
57,027,Kings,Zohran Kwame Mamdani,746
57,028,Kings,Andrew M. Cuomo,224
57,028,Kings,Curtis A. Sliwa,16
57,028,Kings,Eric L. Adams,12
57,028,Kings,Irene Estrada,0
57,028,Kings,Jim Walden,2
57,028,Kings,Joseph Hernandez,1
57,028,Kings,Zohran Kwame Mamdani,602
57,029,Kings,Andrew M. Cuomo,119
57,029,Kings,Curtis A. Sliwa,15
57,029,Kings,Eric L. Adams,0
57,029,Kings,Irene Estrada,2
57,029,Kings,Jim Walden,1
57,029,Kings,Joseph Hernandez,1
57,029,Kings,Zohran Kwame Mamdani,612
57,030,Kings,Andrew M. Cuomo,319
57,030,Kings,Curtis A. Sliwa,30
57,030,Kings,Eric L. Adams,6
57,030,Kings,Irene Estrada,1
57,030,Kings,Jim Walden,0
57,030,Kings,Joseph Hernandez,1
57,030,Kings,Zohran Kwame Mamdani,584
57,031,Kings,Andrew M. Cuomo,192
57,031,Kings,Curtis A. Sliwa,13
57,031,Kings,Eric L. Adams,5
57,031,Kings,Irene Estrada,1
57,031,Kings,Jim Walden,1
57,031,Kings,Joseph Hernandez,0
57,031,Kings,Zohran Kwame Mamdani,252
57,032,Kings,Andrew M. Cuomo,143
57,032,Kings,Curtis A. Sliwa,14
57,032,Kings,Eric L. Adams,8
57,032,Kings,Irene Estrada,0
57,032,Kings,Jim Walden,0
57,032,Kings,Joseph Hernandez,1
57,032,Kings,Zohran Kwame Mamdani,678
57,033,Kings,Andrew M. Cuomo,108
57,033,Kings,Curtis A. Sliwa,11
57,033,Kings,Eric L. Adams,4
57,033,Kings,Irene Estrada,0
57,033,Kings,Jim Walden,0
57,033,Kings,Joseph Hernandez,0
57,033,Kings,Zohran Kwame Mamdani,797
57,034,Kings,Andrew M. Cuomo,91
57,034,Kings,Curtis A. Sliwa,4
57,034,Kings,Eric L. Adams,2
57,034,Kings,Irene Estrada,2
57,034,Kings,Jim Walden,0
57,034,Kings,Joseph Hernandez,0
57,034,Kings,Zohran Kwame Mamdani,829
57,035,Kings,Andrew M. Cuomo,99
57,035,Kings,Curtis A. Sliwa,17
57,035,Kings,Eric L. Adams,2
57,035,Kings,Irene Estrada,0
57,035,Kings,Jim Walden,1
57,035,Kings,Joseph Hernandez,3
57,035,Kings,Zohran Kwame Mamdani,691
57,036,Kings,Andrew M. Cuomo,127
57,036,Kings,Curtis A. Sliwa,12
57,036,Kings,Eric L. Adams,2
57,036,Kings,Irene Estrada,0
57,036,Kings,Jim Walden,0
57,036,Kings,Joseph Hernandez,0
57,036,Kings,Zohran Kwame Mamdani,797
57,037,Kings,Andrew M. Cuomo,133
57,037,Kings,Curtis A. Sliwa,8
57,037,Kings,Eric L. Adams,2
57,037,Kings,Irene Estrada,1
57,037,Kings,Jim Walden,2
57,037,Kings,Joseph Hernandez,1
57,037,Kings,Zohran Kwame Mamdani,811
57,038,Kings,Andrew M. Cuomo,65
57,038,Kings,Curtis A. Sliwa,4
57,038,Kings,Eric L. Adams,1
57,038,Kings,Irene Estrada,2
57,038,Kings,Jim Walden,2
57,038,Kings,Joseph Hernandez,0
57,038,Kings,Zohran Kwame Mamdani,625
57,039,Kings,Andrew M. Cuomo,72
57,039,Kings,Curtis A. Sliwa,6
57,039,Kings,Eric L. Adams,2
57,039,Kings,Irene Estrada,0
57,039,Kings,Jim Walden,2
57,039,Kings,Joseph Hernandez,0
57,039,Kings,Zohran Kwame Mamdani,483
57,040,Kings,Andrew M. Cuomo,60
57,040,Kings,Curtis A. Sliwa,5
57,040,Kings,Eric L. Adams,1
57,040,Kings,Irene Estrada,0
57,040,Kings,Jim Walden,0
57,040,Kings,Joseph Hernandez,0
57,040,Kings,Zohran Kwame Mamdani,476
57,041,Kings,Andrew M. Cuomo,47
57,041,Kings,Curtis A. Sliwa,2
57,041,Kings,Eric L. Adams,0
57,041,Kings,Irene Estrada,1
57,041,Kings,Jim Walden,0
57,041,Kings,Joseph Hernandez,0
57,041,Kings,Zohran Kwame Mamdani,460
57,042,Kings,Andrew M. Cuomo,59
57,042,Kings,Curtis A. Sliwa,8
57,042,Kings,Eric L. Adams,0
57,042,Kings,Irene Estrada,1
57,042,Kings,Jim Walden,0
57,042,Kings,Joseph Hernandez,0
57,042,Kings,Zohran Kwame Mamdani,418
57,043,Kings,Andrew M. Cuomo,154
57,043,Kings,Curtis A. Sliwa,10
57,043,Kings,Eric L. Adams,3
57,043,Kings,Irene Estrada,1
57,043,Kings,Jim Walden,1
57,043,Kings,Joseph Hernandez,0
57,043,Kings,Zohran Kwame Mamdani,807
57,044,Kings,Andrew M. Cuomo,98
57,044,Kings,Curtis A. Sliwa,11
57,044,Kings,Eric L. Adams,2
57,044,Kings,Irene Estrada,0
57,044,Kings,Jim Walden,0
57,044,Kings,Joseph Hernandez,0
57,044,Kings,Zohran Kwame Mamdani,684
57,045,Kings,Andrew M. Cuomo,97
57,045,Kings,Curtis A. Sliwa,6
57,045,Kings,Eric L. Adams,2
57,045,Kings,Irene Estrada,0
57,045,Kings,Jim Walden,2
57,045,Kings,Joseph Hernandez,0
57,045,Kings,Zohran Kwame Mamdani,566
57,046,Kings,Andrew M. Cuomo,123
57,046,Kings,Curtis A. Sliwa,4
57,046,Kings,Eric L. Adams,0
57,046,Kings,Irene Estrada,0
57,046,Kings,Jim Walden,0
57,046,Kings,Joseph Hernandez,0
57,046,Kings,Zohran Kwame Mamdani,750
57,047,Kings,Andrew M. Cuomo,87
57,047,Kings,Curtis A. Sliwa,5
57,047,Kings,Eric L. Adams,1
57,047,Kings,Irene Estrada,1
57,047,Kings,Jim Walden,0
57,047,Kings,Joseph Hernandez,1
57,047,Kings,Zohran Kwame Mamdani,899
57,048,Kings,Andrew M. Cuomo,125
57,048,Kings,Curtis A. Sliwa,10
57,048,Kings,Eric L. Adams,0
57,048,Kings,Irene Estrada,0
57,048,Kings,Jim Walden,0
57,048,Kings,Joseph Hernandez,0
57,048,Kings,Zohran Kwame Mamdani,867
57,049,Kings,Andrew M. Cuomo,122
57,049,Kings,Curtis A. Sliwa,8
57,049,Kings,Eric L. Adams,0
57,049,Kings,Irene Estrada,2
57,049,Kings,Jim Walden,1
57,049,Kings,Joseph Hernandez,0
57,049,Kings,Zohran Kwame Mamdani,957
57,050,Kings,Andrew M. Cuomo,125
57,050,Kings,Curtis A. Sliwa,10
57,050,Kings,Eric L. Adams,2
57,050,Kings,Irene Estrada,1
57,050,Kings,Jim Walden,1
57,050,Kings,Joseph Hernandez,0
57,050,Kings,Zohran Kwame Mamdani,742
57,051,Kings,Andrew M. Cuomo,128
57,051,Kings,Curtis A. Sliwa,3
57,051,Kings,Eric L. Adams,4
57,051,Kings,Irene Estrada,1
57,051,Kings,Jim Walden,0
57,051,Kings,Joseph Hernandez,1
57,051,Kings,Zohran Kwame Mamdani,933
57,052,Kings,Andrew M. Cuomo,74
57,052,Kings,Curtis A. Sliwa,9
57,052,Kings,Eric L. Adams,1
57,052,Kings,Irene Estrada,0
57,052,Kings,Jim Walden,0
57,052,Kings,Joseph Hernandez,1
57,052,Kings,Zohran Kwame Mamdani,704
57,053,Kings,Andrew M. Cuomo,70
57,053,Kings,Curtis A. Sliwa,3
57,053,Kings,Eric L. Adams,3
57,053,Kings,Irene Estrada,2
57,053,Kings,Jim Walden,0
57,053,Kings,Joseph Hernandez,0
57,053,Kings,Zohran Kwame Mamdani,483
57,054,Kings,Andrew M. Cuomo,64
57,054,Kings,Curtis A. Sliwa,8
57,054,Kings,Eric L. Adams,0
57,054,Kings,Irene Estrada,0
57,054,Kings,Jim Walden,1
57,054,Kings,Joseph Hernandez,1
57,054,Kings,Zohran Kwame Mamdani,655
57,055,Kings,Andrew M. Cuomo,98
57,055,Kings,Curtis A. Sliwa,8
57,055,Kings,Eric L. Adams,2
57,055,Kings,Irene Estrada,0
57,055,Kings,Jim Walden,1
57,055,Kings,Joseph Hernandez,1
57,055,Kings,Zohran Kwame Mamdani,744
57,056,Kings,Andrew M. Cuomo,99
57,056,Kings,Curtis A. Sliwa,11
57,056,Kings,Eric L. Adams,3
57,056,Kings,Irene Estrada,0
57,056,Kings,Jim Walden,0
57,056,Kings,Joseph Hernandez,0
57,056,Kings,Zohran Kwame Mamdani,716
57,057,Kings,Andrew M. Cuomo,109
57,057,Kings,Curtis A. Sliwa,9
57,057,Kings,Eric L. Adams,3
57,057,Kings,Irene Estrada,2
57,057,Kings,Jim Walden,0
57,057,Kings,Joseph Hernandez,0
57,057,Kings,Zohran Kwame Mamdani,662
57,058,Kings,Andrew M. Cuomo,64
57,058,Kings,Curtis A. Sliwa,4
57,058,Kings,Eric L. Adams,2
57,058,Kings,Irene Estrada,0
57,058,Kings,Jim Walden,1
57,058,Kings,Joseph Hernandez,1
57,058,Kings,Zohran Kwame Mamdani,635
57,059,Kings,Andrew M. Cuomo,82
57,059,Kings,Curtis A. Sliwa,4
57,059,Kings,Eric L. Adams,1
57,059,Kings,Irene Estrada,0
57,059,Kings,Jim Walden,1
57,059,Kings,Joseph Hernandez,0
57,059,Kings,Zohran Kwame Mamdani,564
57,060,Kings,Andrew M. Cuomo,158
57,060,Kings,Curtis A. Sliwa,14
57,060,Kings,Eric L. Adams,2
57,060,Kings,Irene Estrada,1
57,060,Kings,Jim Walden,2
57,060,Kings,Joseph Hernandez,0
57,060,Kings,Zohran Kwame Mamdani,885
57,061,Kings,Andrew M. Cuomo,153
57,061,Kings,Curtis A. Sliwa,11
57,061,Kings,Eric L. Adams,1
57,061,Kings,Irene Estrada,0
57,061,Kings,Jim Walden,0
57,061,Kings,Joseph Hernandez,0
57,061,Kings,Zohran Kwame Mamdani,737
57,062,Kings,Andrew M. Cuomo,87
57,062,Kings,Curtis A. Sliwa,11
57,062,Kings,Eric L. Adams,4
57,062,Kings,Irene Estrada,0
57,062,Kings,Jim Walden,0
57,062,Kings,Joseph Hernandez,0
57,062,Kings,Zohran Kwame Mamdani,506
57,063,Kings,Andrew M. Cuomo,119
57,063,Kings,Curtis A. Sliwa,18
57,063,Kings,Eric L. Adams,2
57,063,Kings,Irene Estrada,1
57,063,Kings,Jim Walden,1
57,063,Kings,Joseph Hernandez,1
57,063,Kings,Zohran Kwame Mamdani,632
57,064,Kings,Andrew M. Cuomo,112
57,064,Kings,Curtis A. Sliwa,9
57,064,Kings,Eric L. Adams,5
57,064,Kings,Irene Estrada,0
57,064,Kings,Jim Walden,2
57,064,Kings,Joseph Hernandez,0
57,064,Kings,Zohran Kwame Mamdani,395
57,065,Kings,Andrew M. Cuomo,149
57,065,Kings,Curtis A. Sliwa,9
57,065,Kings,Eric L. Adams,6
57,065,Kings,Irene Estrada,0
57,065,Kings,Jim Walden,2
57,065,Kings,Joseph Hernandez,1
57,065,Kings,Zohran Kwame Mamdani,506
57,066,Kings,Andrew M. Cuomo,105
57,066,Kings,Curtis A. Sliwa,8
57,066,Kings,Eric L. Adams,0
57,066,Kings,Irene Estrada,0
57,066,Kings,Jim Walden,1
57,066,Kings,Joseph Hernandez,0
57,066,Kings,Zohran Kwame Mamdani,381
57,067,Kings,Andrew M. Cuomo,16
57,067,Kings,Curtis A. Sliwa,1
57,067,Kings,Eric L. Adams,1
57,067,Kings,Irene Estrada,0
57,067,Kings,Jim Walden,0
57,067,Kings,Joseph Hernandez,0
57,067,Kings,Zohran Kwame Mamdani,55
57,068,Kings,Andrew M. Cuomo,18
57,068,Kings,Curtis A. Sliwa,3
57,068,Kings,Eric L. Adams,0
57,068,Kings,Irene Estrada,1
57,068,Kings,Jim Walden,0
57,068,Kings,Joseph Hernandez,0
57,068,Kings,Zohran Kwame Mamdani,342
57,069,Kings,Andrew M. Cuomo,13
57,069,Kings,Curtis A. Sliwa,3
57,069,Kings,Eric L. Adams,2
57,069,Kings,Irene Estrada,0
57,069,Kings,Jim Walden,0
57,069,Kings,Joseph Hernandez,0
57,069,Kings,Zohran Kwame Mamdani,114
57,070,Kings,Andrew M. Cuomo,73
57,070,Kings,Curtis A. Sliwa,4
57,070,Kings,Eric L. Adams,0
57,070,Kings,Irene Estrada,0
57,070,Kings,Jim Walden,0
57,070,Kings,Joseph Hernandez,0
57,070,Kings,Zohran Kwame Mamdani,355
57,071,Kings,Andrew M. Cuomo,334
57,071,Kings,Curtis A. Sliwa,6
57,071,Kings,Eric L. Adams,11
57,071,Kings,Irene Estrada,0
57,071,Kings,Jim Walden,2
57,071,Kings,Joseph Hernandez,1
57,071,Kings,Zohran Kwame Mamdani,139
57,072,Kings,Andrew M. Cuomo,37
57,072,Kings,Curtis A. Sliwa,2
57,072,Kings,Eric L. Adams,4
57,072,Kings,Irene Estrada,0
57,072,Kings,Jim Walden,0
57,072,Kings,Joseph Hernandez,0
57,072,Kings,Zohran Kwame Mamdani,246
57,073,Kings,Andrew M. Cuomo,145
57,073,Kings,Curtis A. Sliwa,12
57,073,Kings,Eric L. Adams,3
57,073,Kings,Irene Estrada,1
57,073,Kings,Jim Walden,0
57,073,Kings,Joseph Hernandez,0
57,073,Kings,Zohran Kwame Mamdani,768
57,074,Kings,Andrew M. Cuomo,110
57,074,Kings,Curtis A. Sliwa,8
57,074,Kings,Eric L. Adams,0
57,074,Kings,Irene Estrada,1
57,074,Kings,Jim Walden,0
57,074,Kings,Joseph Hernandez,0
57,074,Kings,Zohran Kwame Mamdani,509
57,075,Kings,Andrew M. Cuomo,4
57,075,Kings,Curtis A. Sliwa,0
57,075,Kings,Eric L. Adams,0
57,075,Kings,Irene Estrada,0
57,075,Kings,Jim Walden,0
57,075,Kings,Joseph Hernandez,0
57,075,Kings,Zohran Kwame Mamdani,27
57,076,Kings,Andrew M. Cuomo,1
57,076,Kings,Curtis A. Sliwa,0
57,076,Kings,Eric L. Adams,0
57,076,Kings,Irene Estrada,0
57,076,Kings,Jim Walden,0
57,076,Kings,Joseph Hernandez,0
57,076,Kings,Zohran Kwame Mamdani,13
57,077,Kings,Andrew M. Cuomo,0
57,077,Kings,Curtis A. Sliwa,0
57,077,Kings,Eric L. Adams,0
57,077,Kings,Irene Estrada,0
57,077,Kings,Jim Walden,0
57,077,Kings,Joseph Hernandez,0
57,077,Kings,Zohran Kwame Mamdani,0
57,078,Kings,Andrew M. Cuomo,0
57,078,Kings,Curtis A. Sliwa,0
57,078,Kings,Eric L. Adams,0
57,078,Kings,Irene Estrada,0
57,078,Kings,Jim Walden,0
57,078,Kings,Joseph Hernandez,0
57,078,Kings,Zohran Kwame Mamdani,0
58,001,Kings,Andrew M. Cuomo,115
58,001,Kings,Curtis A. Sliwa,4
58,001,Kings,Eric L. Adams,1
58,001,Kings,Irene Estrada,0
58,001,Kings,Jim Walden,0
58,001,Kings,Joseph Hernandez,0
58,001,Kings,Zohran Kwame Mamdani,198
58,002,Kings,Andrew M. Cuomo,128
58,002,Kings,Curtis A. Sliwa,3
58,002,Kings,Eric L. Adams,2
58,002,Kings,Irene Estrada,0
58,002,Kings,Jim Walden,0
58,002,Kings,Joseph Hernandez,1
58,002,Kings,Zohran Kwame Mamdani,176
58,003,Kings,Andrew M. Cuomo,180
58,003,Kings,Curtis A. Sliwa,9
58,003,Kings,Eric L. Adams,4
58,003,Kings,Irene Estrada,2
58,003,Kings,Jim Walden,0
58,003,Kings,Joseph Hernandez,0
58,003,Kings,Zohran Kwame Mamdani,325
58,004,Kings,Andrew M. Cuomo,123
58,004,Kings,Curtis A. Sliwa,7
58,004,Kings,Eric L. Adams,3
58,004,Kings,Irene Estrada,1
58,004,Kings,Jim Walden,1
58,004,Kings,Joseph Hernandez,0
58,004,Kings,Zohran Kwame Mamdani,182
58,005,Kings,Andrew M. Cuomo,125
58,005,Kings,Curtis A. Sliwa,4
58,005,Kings,Eric L. Adams,1
58,005,Kings,Irene Estrada,0
58,005,Kings,Jim Walden,0
58,005,Kings,Joseph Hernandez,0
58,005,Kings,Zohran Kwame Mamdani,214
58,006,Kings,Andrew M. Cuomo,133
58,006,Kings,Curtis A. Sliwa,9
58,006,Kings,Eric L. Adams,1
58,006,Kings,Irene Estrada,0
58,006,Kings,Jim Walden,1
58,006,Kings,Joseph Hernandez,0
58,006,Kings,Zohran Kwame Mamdani,176
58,007,Kings,Andrew M. Cuomo,160
58,007,Kings,Curtis A. Sliwa,6
58,007,Kings,Eric L. Adams,1
58,007,Kings,Irene Estrada,0
58,007,Kings,Jim Walden,0
58,007,Kings,Joseph Hernandez,0
58,007,Kings,Zohran Kwame Mamdani,248
58,008,Kings,Andrew M. Cuomo,132
58,008,Kings,Curtis A. Sliwa,8
58,008,Kings,Eric L. Adams,0
58,008,Kings,Irene Estrada,0
58,008,Kings,Jim Walden,1
58,008,Kings,Joseph Hernandez,0
58,008,Kings,Zohran Kwame Mamdani,277
58,009,Kings,Andrew M. Cuomo,148
58,009,Kings,Curtis A. Sliwa,7
58,009,Kings,Eric L. Adams,4
58,009,Kings,Irene Estrada,1
58,009,Kings,Jim Walden,0
58,009,Kings,Joseph Hernandez,0
58,009,Kings,Zohran Kwame Mamdani,227
58,010,Kings,Andrew M. Cuomo,125
58,010,Kings,Curtis A. Sliwa,1
58,010,Kings,Eric L. Adams,0
58,010,Kings,Irene Estrada,1
58,010,Kings,Jim Walden,0
58,010,Kings,Joseph Hernandez,1
58,010,Kings,Zohran Kwame Mamdani,228
58,011,Kings,Andrew M. Cuomo,215
58,011,Kings,Curtis A. Sliwa,9
58,011,Kings,Eric L. Adams,5
58,011,Kings,Irene Estrada,0
58,011,Kings,Jim Walden,1
58,011,Kings,Joseph Hernandez,0
58,011,Kings,Zohran Kwame Mamdani,321
58,012,Kings,Andrew M. Cuomo,174
58,012,Kings,Curtis A. Sliwa,6
58,012,Kings,Eric L. Adams,0
58,012,Kings,Irene Estrada,0
58,012,Kings,Jim Walden,0
58,012,Kings,Joseph Hernandez,0
58,012,Kings,Zohran Kwame Mamdani,238
58,013,Kings,Andrew M. Cuomo,210
58,013,Kings,Curtis A. Sliwa,13
58,013,Kings,Eric L. Adams,4
58,013,Kings,Irene Estrada,1
58,013,Kings,Jim Walden,1
58,013,Kings,Joseph Hernandez,1
58,013,Kings,Zohran Kwame Mamdani,300
58,014,Kings,Andrew M. Cuomo,142
58,014,Kings,Curtis A. Sliwa,3
58,014,Kings,Eric L. Adams,2
58,014,Kings,Irene Estrada,0
58,014,Kings,Jim Walden,0
58,014,Kings,Joseph Hernandez,1
58,014,Kings,Zohran Kwame Mamdani,274
58,015,Kings,Andrew M. Cuomo,156
58,015,Kings,Curtis A. Sliwa,6
58,015,Kings,Eric L. Adams,1
58,015,Kings,Irene Estrada,1
58,015,Kings,Jim Walden,0
58,015,Kings,Joseph Hernandez,0
58,015,Kings,Zohran Kwame Mamdani,284
58,016,Kings,Andrew M. Cuomo,136
58,016,Kings,Curtis A. Sliwa,11
58,016,Kings,Eric L. Adams,4
58,016,Kings,Irene Estrada,0
58,016,Kings,Jim Walden,0
58,016,Kings,Joseph Hernandez,0
58,016,Kings,Zohran Kwame Mamdani,225
58,017,Kings,Andrew M. Cuomo,143
58,017,Kings,Curtis A. Sliwa,11
58,017,Kings,Eric L. Adams,1
58,017,Kings,Irene Estrada,0
58,017,Kings,Jim Walden,0
58,017,Kings,Joseph Hernandez,0
58,017,Kings,Zohran Kwame Mamdani,245
58,018,Kings,Andrew M. Cuomo,173
58,018,Kings,Curtis A. Sliwa,11
58,018,Kings,Eric L. Adams,4
58,018,Kings,Irene Estrada,3
58,018,Kings,Jim Walden,0
58,018,Kings,Joseph Hernandez,0
58,018,Kings,Zohran Kwame Mamdani,262
58,019,Kings,Andrew M. Cuomo,99
58,019,Kings,Curtis A. Sliwa,1
58,019,Kings,Eric L. Adams,0
58,019,Kings,Irene Estrada,0
58,019,Kings,Jim Walden,2
58,019,Kings,Joseph Hernandez,0
58,019,Kings,Zohran Kwame Mamdani,215
58,020,Kings,Andrew M. Cuomo,77
58,020,Kings,Curtis A. Sliwa,3
58,020,Kings,Eric L. Adams,3
58,020,Kings,Irene Estrada,0
58,020,Kings,Jim Walden,0
58,020,Kings,Joseph Hernandez,0
58,020,Kings,Zohran Kwame Mamdani,166
58,021,Kings,Andrew M. Cuomo,144
58,021,Kings,Curtis A. Sliwa,5
58,021,Kings,Eric L. Adams,2
58,021,Kings,Irene Estrada,0
58,021,Kings,Jim Walden,0
58,021,Kings,Joseph Hernandez,0
58,021,Kings,Zohran Kwame Mamdani,194
58,022,Kings,Andrew M. Cuomo,53
58,022,Kings,Curtis A. Sliwa,0
58,022,Kings,Eric L. Adams,0
58,022,Kings,Irene Estrada,0
58,022,Kings,Jim Walden,0
58,022,Kings,Joseph Hernandez,0
58,022,Kings,Zohran Kwame Mamdani,65
58,023,Kings,Andrew M. Cuomo,129
58,023,Kings,Curtis A. Sliwa,8
58,023,Kings,Eric L. Adams,0
58,023,Kings,Irene Estrada,1
58,023,Kings,Jim Walden,0
58,023,Kings,Joseph Hernandez,0
58,023,Kings,Zohran Kwame Mamdani,200
58,024,Kings,Andrew M. Cuomo,4
58,024,Kings,Curtis A. Sliwa,0
58,024,Kings,Eric L. Adams,0
58,024,Kings,Irene Estrada,0
58,024,Kings,Jim Walden,0
58,024,Kings,Joseph Hernandez,0
58,024,Kings,Zohran Kwame Mamdani,11
58,025,Kings,Andrew M. Cuomo,109
58,025,Kings,Curtis A. Sliwa,5
58,025,Kings,Eric L. Adams,5
58,025,Kings,Irene Estrada,0
58,025,Kings,Jim Walden,1
58,025,Kings,Joseph Hernandez,0
58,025,Kings,Zohran Kwame Mamdani,307
58,026,Kings,Andrew M. Cuomo,127
58,026,Kings,Curtis A. Sliwa,3
58,026,Kings,Eric L. Adams,3
58,026,Kings,Irene Estrada,0
58,026,Kings,Jim Walden,0
58,026,Kings,Joseph Hernandez,0
58,026,Kings,Zohran Kwame Mamdani,253
58,027,Kings,Andrew M. Cuomo,134
58,027,Kings,Curtis A. Sliwa,6
58,027,Kings,Eric L. Adams,5
58,027,Kings,Irene Estrada,0
58,027,Kings,Jim Walden,0
58,027,Kings,Joseph Hernandez,0
58,027,Kings,Zohran Kwame Mamdani,274
58,028,Kings,Andrew M. Cuomo,207
58,028,Kings,Curtis A. Sliwa,7
58,028,Kings,Eric L. Adams,3
58,028,Kings,Irene Estrada,1
58,028,Kings,Jim Walden,0
58,028,Kings,Joseph Hernandez,0
58,028,Kings,Zohran Kwame Mamdani,308
58,029,Kings,Andrew M. Cuomo,132
58,029,Kings,Curtis A. Sliwa,6
58,029,Kings,Eric L. Adams,2
58,029,Kings,Irene Estrada,2
58,029,Kings,Jim Walden,0
58,029,Kings,Joseph Hernandez,0
58,029,Kings,Zohran Kwame Mamdani,267
58,030,Kings,Andrew M. Cuomo,107
58,030,Kings,Curtis A. Sliwa,3
58,030,Kings,Eric L. Adams,3
58,030,Kings,Irene Estrada,0
58,030,Kings,Jim Walden,0
58,030,Kings,Joseph Hernandez,0
58,030,Kings,Zohran Kwame Mamdani,162
58,031,Kings,Andrew M. Cuomo,135
58,031,Kings,Curtis A. Sliwa,6
58,031,Kings,Eric L. Adams,1
58,031,Kings,Irene Estrada,0
58,031,Kings,Jim Walden,0
58,031,Kings,Joseph Hernandez,0
58,031,Kings,Zohran Kwame Mamdani,177
58,032,Kings,Andrew M. Cuomo,169
58,032,Kings,Curtis A. Sliwa,11
58,032,Kings,Eric L. Adams,3
58,032,Kings,Irene Estrada,0
58,032,Kings,Jim Walden,0
58,032,Kings,Joseph Hernandez,0
58,032,Kings,Zohran Kwame Mamdani,268
58,033,Kings,Andrew M. Cuomo,147
58,033,Kings,Curtis A. Sliwa,16
58,033,Kings,Eric L. Adams,1
58,033,Kings,Irene Estrada,3
58,033,Kings,Jim Walden,1
58,033,Kings,Joseph Hernandez,0
58,033,Kings,Zohran Kwame Mamdani,247
58,034,Kings,Andrew M. Cuomo,136
58,034,Kings,Curtis A. Sliwa,8
58,034,Kings,Eric L. Adams,3
58,034,Kings,Irene Estrada,0
58,034,Kings,Jim Walden,0
58,034,Kings,Joseph Hernandez,0
58,034,Kings,Zohran Kwame Mamdani,315
58,035,Kings,Andrew M. Cuomo,187
58,035,Kings,Curtis A. Sliwa,6
58,035,Kings,Eric L. Adams,5
58,035,Kings,Irene Estrada,2
